"",GSM630684.Signal,GSM630685.Signal,GSM630701.Signal,GSM630703.Signal,GSM630706.Signal,GSM630716.Signal
10076,4.43312808999073,4.39188452323548,4.64646655507385,4.9704457817741,4.92561474617261,4.38015300212673
10077,11.6527550731299,10.9352904429498,12.1187804111908,11.6357278028032,11.8355071463944,12.2077351892497
10078,8.369014213943,8.40767313084687,8.32840718051421,8.80280602428542,8.3910916376464,8.34216145980743
10079,4.93424094180636,4.63892663403416,7.28853641788326,6.02302477064049,7.19553975793814,7.3409416061479
10081,13.4715003094869,13.1680090366992,13.5109579466795,13.8458594024272,13.590391225977,13.6384963292395
10082,4.38335084643495,4.45521633388099,4.85993961729336,5.18012980404786,4.43269132072678,5.39968071592214
10084,4.62053753620105,5.14072001772802,5.31165651963049,4.81520970185945,4.92013007615239,4.99728834184731
10087,7.95048944364152,8.01690802335868,8.31329334974451,7.84131822635558,7.88867104544425,8.65419959444487
100885850,7.74990588144876,7.32384325425468,7.25086280487203,7.77947974399173,7.46389900855379,7.73422201761314
100887750,5.28135768569412,4.62442770900835,5.36648381932972,5.21962429751823,5.02396884699421,5.23393247903897
10090,5.06859551710435,4.40672073156447,5.3065206340013,4.46464951198998,4.65642427735796,5.02696982743578
10092,11.4802985455016,11.7817316195576,11.7660221878337,11.613346179198,11.4121926410669,11.3927664180398
10093,10.9213660503948,10.850272690043,10.7192335237855,10.4289268329211,10.9674172284246,10.1341235308647
10095,10.5972183090227,11.1109220692556,10.7434724904622,10.8754866293002,10.6811501273373,10.7573968344488
10096,10.4889906054409,10.902603627883,10.5828736734975,10.972998344085,10.8473480402258,10.0883663497128
10097,11.9568860767661,12.1967323409352,11.9160793742583,12.0967249334939,11.9395392491291,11.3690147468131
10098,7.65775114444232,8.06013354391085,7.94353413235456,8.43157493179902,7.6791652926374,7.10329766078658
10099,7.36229239616108,6.93514727553924,7.99474548929798,6.11758199549836,7.2401730013748,8.2912636014886
101,8.99630674604541,8.5009721271448,8.56395015056126,8.88018181531132,8.92923110028938,7.01499478185774
10100,5.95529328871215,5.54133899039416,6.01351669146127,5.37638840366202,6.18023624310165,4.32266767323374
10101,5.94666039336128,6.33209019327805,6.9521258457051,6.95432749284085,6.63815201499743,6.58108374040245
10102,6.26203244962021,6.52881839899389,6.30809738977923,6.57087061506437,6.40496104848541,6.04072126507695
10103,5.02932800656474,4.8974853712468,4.93018343158578,4.92850271997855,4.45073653307452,5.19925849886417
10105,4.73321994914371,5.21137314576738,4.48615771145096,4.86751927440864,5.16606694640392,4.42392048701428
10106,9.33222114856297,9.52596996936878,10.4701680868757,9.2359383204408,9.62044312778246,10.6247685225702
10107,4.33078260286209,4.32659798806041,6.49475371993169,4.39245331026739,4.34368823807483,4.87471117917998
10109,6.05788072054764,5.80928998956109,5.63439578306137,6.22149439935824,5.91451834098345,5.27994997366707
10110,4.59035076874032,4.62995834400089,5.04668477289008,5.20203133339699,4.87562595438762,4.9001396874424
10111,7.2214592531286,7.06424285650005,6.74095985078946,7.03222608526609,7.15582938590533,6.88596025170869
10112,4.93115796545391,7.01668210495967,4.30757662964621,7.1649125132365,4.776373723533,4.47091436417689
10113,7.34954903844366,7.57626240986515,7.08000591605915,7.62704869022906,7.24117064998477,6.8106713969514
10114,4.76428842991105,4.43926106726168,4.9924742278785,4.59573969876535,4.58556932913428,4.68472358643713
10116,6.76312188218237,6.59692079501278,5.94711707204868,6.55133352634902,7.14542362664809,6.56778165923549
10120,8.17202717737987,8.080954849357,8.52842808540836,7.89865220611748,8.60378428738038,8.72561837888614
10121,8.56112150467582,8.91137103094248,9.01471050790565,9.10090611112429,8.78623745887443,8.24376882101257
10123,8.4831131548001,7.56859426066857,8.08863290686984,8.3341573838256,8.65946052415839,7.83491262307598
10124,5.86443749641903,5.33565882932116,5.47485647868544,4.48716193030045,6.15049101311166,5.64821112648358
10125,9.93318199170246,9.4407785669995,10.303761560446,9.81515463323044,10.3005890113794,9.88070797896243
10126,8.27735764140467,8.3045030821297,8.20686502571001,8.1174383774537,8.11112926467572,8.19706810184895
10127,8.02251219929051,7.88176191523341,8.24655894131353,7.88216873029918,8.09413200817986,8.59987747717365
10128,7.2796377154798,7.44834889972196,7.51269982327859,7.47013339481374,7.24796521611596,7.84184424698605
10129,5.00772672441301,4.82788733856407,4.54349411898342,4.52980345538052,4.39537411329214,4.64527549448202
10130,7.24650821929907,7.99559063867235,7.92337001192031,7.83660358099083,7.48281606787534,6.94927018909756
10131,6.92197434115949,7.55911336467009,6.08594022131915,7.73533943029032,7.35040948350796,7.8033627069297
10133,10.2687788499138,9.6284884448865,9.91342237493889,9.24428380240212,9.87911711491652,8.66220290835585
10134,10.3284217667462,10.3596443616323,10.6967096915735,10.4389458728513,10.6118553890929,10.5078696356124
10135,5.2924129627389,5.75993605929573,4.81507921124435,5.57415455615538,5.6295278090091,5.38739962233908
10137,6.86905257365112,6.73828098932247,7.46927880396689,6.98490945944869,6.86177671965729,7.78139986149068
10138,6.50792652203358,6.44041012815325,7.18466732543683,6.289896033064,6.83295466836904,6.12202701961479
10139,6.17687914979354,5.97323786585578,6.03766117200242,6.70257850894481,6.33080902759436,6.15263417076533
1014,4.42980410285307,4.6612811406698,4.89631966314464,4.58930484786556,4.66279041500205,4.64477627303719
10140,9.49534334359637,8.86260901685322,9.99799819543093,9.06817968794745,9.75430341362443,10.5985376813109
10142,4.5509383601514,4.71260230086568,4.81017596455268,4.91966700592881,5.06520290788291,4.37092939287862
10144,4.69420750527903,4.53553265692977,4.64189835364962,4.27131084982883,4.39809435477993,4.92683576820687
10146,8.12351836862706,8.6781387280443,8.72220075121093,8.64896241877311,8.41095812020476,7.76335218476335
10147,7.07131330151204,6.79891309959728,6.26823510988257,7.13844048290389,6.55796460173853,6.76152650932486
10150,6.98380403909698,6.41730459188347,7.65340394226263,7.06532837030622,7.44751436371432,7.00713470383638
10151,5.17104926581804,4.84909432971595,5.4639976720125,5.92672823232194,5.21699722388768,5.48961557085625
10152,5.16685767720563,4.71600157531486,5.26411388150992,4.82744050823381,4.55247869380942,4.86545970086554
10153,10.5512239394181,10.2687788499138,10.6150171407091,10.3967346560732,10.5512239394181,10.5944258711647
10154,5.30830156405873,5.66618787310192,4.95825986701387,5.92922034841093,4.9954604667917,4.85834127859425
10155,7.50557040202696,8.21864874522384,8.07672425380944,8.49046706551098,7.45213157917135,8.30947933553238
10157,5.09373856684955,4.48064636183593,4.66549993810665,4.71079488151116,4.43111679160337,4.92181314544691
10158,4.27307775168959,4.33737749636309,4.83943112947346,4.50462521868959,4.48384637761782,6.23458186848146
10159,11.1540421495865,10.7819044649484,11.0833327383084,10.5061457518076,11.1994626659013,10.8265702194511
10160,4.62172556161635,4.61688272464347,4.4248423357374,4.86494621521961,4.5853823622518,4.5262949331233
10161,8.2394904396685,7.08864288274298,7.91626537413147,7.30738227755052,7.62223188153819,6.84173861175654
10162,7.0892757388042,7.48005818042554,6.95817394799926,7.35972911513836,7.08359240548502,6.03713070985725
10163,8.02016911186358,8.28867911065851,8.70964672383074,8.28600902044747,8.57853342264125,8.79933577368822
10165,5.20395414719886,5.65571516390466,5.05487230797091,5.04843197732806,5.76929500235581,5.34285999544265
10166,5.35658841234312,5.12507097086154,5.15804940649032,5.56719870472478,5.52032565505036,5.55402729095687
10168,5.08588996448726,5.16783595045975,5.19031391285388,5.21327162267125,5.0203408953049,4.70626173058138
1017,7.76422464744853,8.63459383354984,7.96918554610321,8.44351544011045,7.85669229003789,7.79759736941536
10170,4.32183129864802,5.98565140192969,4.33402308676626,4.37931976856305,4.49369818313158,4.34863879488341
10171,6.50522658903807,6.49948741138241,6.43327024357923,6.54895962003776,6.26930635111353,6.57713739954485
10172,6.80408618841966,6.57473243326694,6.88892679848327,6.55932814976974,6.76106172800257,7.89314429135321
10174,5.85653279386889,5.28777763751636,7.12360711412961,4.47255187852555,6.40335863808082,7.67392540558633
10175,9.31569540848055,9.58571559696771,9.02532117261407,8.98017339918741,9.06384280190709,9.53712051338982
101752399,6.36482979519311,7.04436591014012,6.87653299838039,6.93656594783169,6.71743596314014,6.25846205894522
10178,6.24410264066621,6.39140621647087,5.95836252515887,6.21221320596303,6.71082930560444,5.87666880341832
10179,6.72993997956451,6.61907742383022,5.70345693643491,6.24864429804205,6.97280018986388,7.21545701510114
10180,8.88901711889249,8.81630302573801,8.98869402737081,8.79508070352296,9.39134726139338,8.96579858365364
10181,10.4184322770766,10.2003788253819,10.5649244896158,10.3342356872206,10.2687788499138,10.5570662170816
10184,4.67003461367314,4.75695208905967,5.32401334027219,4.85789622172876,4.62373933205711,5.48692491779322
10186,4.50136489996779,4.55088716044338,4.42315351003531,4.9625498760574,4.53557636102311,4.80020352019104
10188,9.49444702435076,9.18438867518747,9.94981996019098,9.53738875472765,9.42865972035817,10.0058883722086
10189,9.83860029040509,10.1171569126367,9.01613131276049,10.1892993317727,9.55382318692762,8.90181417549845
1019,8.10570263628119,8.6527092601309,8.49046706551098,8.78432791801536,8.17988042990045,8.59428860395076
10190,7.49743557576729,7.96181404495023,7.71323955598981,7.63427347391767,7.36156504810185,7.2960286559287
10193,6.07366353326499,6.26161685682639,6.49380519499361,5.71899366031649,6.04939118463458,6.72228040230917
10194,8.48138864837971,8.20491786620639,8.77552514528476,8.14861871268226,8.82726236739356,8.74711402287039
10195,7.74447601604105,7.88555467325595,7.93443220240837,7.92123362211845,7.63503924296614,7.73900875448255
10196,8.52236603220548,8.53596579571668,7.95365464937111,8.86896642316194,8.29359881043269,8.81598332471677
10197,8.6429949047201,8.43157493179902,8.54865941734563,8.0056454447909,8.41903011843023,8.31875995761191
10198,7.50090418466836,7.63205227266596,6.84173861175654,7.51763557929063,7.25714286872269,6.78177898297958
10199,8.7773405503657,8.67915289556635,9.09862037637915,8.48020750929319,8.6636922479037,9.10952355780261
102,7.07921999710327,6.91050749114793,7.31421967793193,6.8985418627287,7.33942222798301,6.66782466655597
1020,6.40396783242959,7.25272697676717,6.09989555024733,7.16282152858102,6.56815975934847,5.67218334080114
10200,6.44602713440653,6.22763658801006,6.58653716939344,6.80069802508076,6.25547777090172,6.49397978128973
10201,6.0966074435235,6.47892677150041,6.49753392762562,6.51669827407637,6.22287865019849,6.17302911142465
10204,6.05059247638575,6.39365914644592,5.64433341408301,6.49054179627164,5.76012493835037,6.34211134344738
10205,4.5948291092941,4.83960809634181,5.06157287982112,4.3619257095119,4.45382964906579,6.03123407692397
10206,9.80005280494114,8.89672092253409,9.45017479332871,9.70821190911912,9.46284827821289,10.0448169687866
10207,5.09329686329258,4.52054430106589,4.79354089726549,4.63514698973435,4.94543526066228,5.3691447986196
10208,7.87501231539721,7.43720420056316,7.73014621939782,7.56564075415196,7.94615752957906,7.83064664554907
10209,12.6393898579652,11.9568860767661,12.340708765557,11.2870200212562,12.6443928977466,12.5605098215778
1021,8.91547784456203,7.92507740288341,8.74542885958708,7.93813053663581,8.62284223765008,9.17040161906204
10210,4.72317899650199,4.32541002564646,4.76809250208432,4.32078293388743,4.86195412527904,4.66543494831801
10211,8.47595436661974,8.43658172432094,8.79933577368822,8.07504697514868,8.37659928691824,8.51071039731531
10212,11.1091970930795,11.5060949827489,10.7507781750165,11.4471114850893,10.9177824424934,10.5811521042443
10213,8.73764802702468,8.9479016069723,8.44321966402748,9.1226586715896,8.84600626257906,8.26888740580614
10214,4.58747844145091,4.89646158026721,4.79000616819619,4.613289021794,4.84087123034086,4.65081562949834
10217,4.82538301698494,5.2730784340489,7.18954708360243,4.53743695013908,4.68963899956159,8.00808965075975
10219,11.1208392134724,10.9529734444199,11.4771085308708,9.82792401466009,11.463656523505,9.4932709940462
1022,7.8358062380492,7.7602335168288,7.47902401021938,8.26365999693562,7.59568085117416,7.70652990106943
10220,7.66904086496865,6.87191793304131,7.88806215441964,7.19415459486831,7.77871084947662,7.73811256990319
10221,6.38559961231253,8.24682350382859,4.67922395955121,6.52513205530436,5.03638359153749,5.39900101280257
10223,5.50079604666609,5.23427887185382,5.48772654994446,5.13619881195467,5.66375056933268,6.2130071909912
10225,10.6247685225702,10.4511235400011,10.8608354639741,10.5734089486529,11.0469374421914,10.9969470280967
10226,9.32466389004322,9.21520819868586,8.89672092253409,8.84867083860358,9.2985489738123,9.50209745480606
10227,11.6074916934429,11.2753683565908,11.5906902845292,11.0034352380979,11.4212849475596,10.6950304851512
10228,7.7773291157892,8.1213611210107,7.84163136696056,7.99647483898066,7.80796572048876,7.74049242699568
10229,5.81764420253039,5.11475776018479,5.54263933966894,5.22051756264784,5.80928998956109,5.75271945053202
10230,5.22955665183236,4.53090102740074,4.93983145762913,4.94738149365925,5.12308875815351,4.74904611160096
10231,6.91354583071313,4.64199377133669,6.69799043191475,5.66935570518678,6.57339526580666,4.34756287784483
