"",GSM155179.CEL,GSM155181.CEL,GSM155183.CEL,GSM155185.CEL,GSM155187.CEL,GSM155190.CEL,GSM155195.CEL,GSM155201.CEL,GSM155203.CEL,GSM155206.CEL,GSM155219.CEL,GSM155221.CEL,GSM155223.CEL,GSM155225.CEL,GSM155227.CEL,GSM155229.CEL,GSM155232.CEL,GSM155234.CEL,GSM155236.CEL,GSM155238.CEL
10026,7.48474010070962,7.63198198927562,7.09830934151258,8.29109978323382,7.97952717686837,8.57158029069868,7.11935721115263,7.54642199621354,6.48677732568354,7.76430436292788,7.80648176696266,7.7607179734514,7.76876903488626,7.01540973667454,7.88819819242882,7.41805631433787,7.64418234744814,7.74953796485679,8.00727529693917,7.85989368247555
100272147,8.41145614073025,7.76262588291049,8.4002084491306,7.92140284883466,7.96985434340182,8.16388055070894,8.26633687469166,8.27198072588263,7.80592983865833,8.36354254375162,8.63200195098424,8.41247024052968,8.57543550123354,8.03919323138278,8.50901287175177,8.58009545207997,8.54854633619784,8.56102662812375,8.38054879416069,8.49013144484
100272228,6.45608255370581,6.45380984195944,6.54889206260273,6.86717596062225,6.58121003312731,6.65669522297949,6.56709469703551,6.63798837435922,6.26229419624885,6.39015217848134,6.38879731140704,6.60962174978695,6.50146779076319,6.25336720032254,6.42657125314857,6.44432038000354,6.34315887726667,6.49659885545526,6.45753695196756,6.58031475620126
100287387,4.59476682489208,4.53628804750111,4.44864271747313,4.38426393652415,4.49216849119802,4.44417140612404,4.58563314950934,4.62156958042969,4.56864808810127,4.51303411165608,4.54353737488682,4.50199696036793,4.48993265416368,4.45807344992063,4.46927625011403,4.53481205013271,4.5654749842634,4.51468702794502,4.51568201061375,4.51878300110548
100289473,6.75644453789963,6.87577437558825,6.92329780357697,7.06628079433957,6.9777575322076,6.59222381069314,6.84124466433477,6.92896374454418,6.69386942496514,6.81280258705862,6.79505371199815,6.87459273899837,7.06633556614003,6.22771310996789,6.65143383671179,6.84556006348482,6.95609868059607,6.89636421523254,6.62395874723406,6.88629270316813
100289518,5.04025580641705,5.12592896137073,5.13340953521109,5.15092732790182,4.95112258659451,5.13430552986478,5.17346684604805,5.13915299398489,5.08269520498856,5.17965248023393,5.06100978274379,5.06167815956179,5.08679212522063,4.95584055739626,5.05630112479905,5.05216973851809,5.05516010224853,5.0833014140673,5.10048039304949,5.03578164018355
100293516,7.3994395191021,6.90664047223148,7.3175386829241,7.40371551076154,7.14601618327572,7.51184768932955,7.21569612310891,6.98005962205789,6.94337582192309,7.55586971759036,7.52841613110519,7.28090476188791,7.06716974338549,7.30845161856074,7.55589898180709,7.19759237130279,7.18986867891791,7.46927246743299,7.46548932630597,7.76330316889421
10036,7.77109989489397,7.96604327945238,7.45249888320639,6.90516858926535,7.27676593889391,7.07391477175479,7.41987906174073,6.84099285685023,7.62782875579372,7.37871326006156,7.00675390835627,6.81540163611891,6.73427884012492,7.23354252778787,6.60974342389603,6.91860536486329,6.76359391410288,7.05905317106361,6.80340673512486,6.53443914225387
10038,8.16589711540507,8.70390328495802,8.29154630192708,8.08833848858744,8.31376266534205,8.07823396143594,8.2151008705021,8.1241700679101,7.13073168470582,7.89122559363454,8.22152352639619,8.29790563920027,7.66849876262613,7.50529325592695,8.02526089596462,7.99545546305389,8.24764059140635,8.1465558378307,8.11366076487673,8.06568313101576
10039,7.24457293750653,7.1725932063784,7.55217802430874,7.29535157064705,7.38500006064303,7.47181950570877,7.50582003366092,7.57286527379035,7.39545760607554,7.32648642215442,7.45876975172911,7.38895564030269,7.45705759031736,7.21721667019898,7.50987300186365,7.20046824581538,7.58952016714064,7.20719446253874,7.31720128566608,7.20532948557492
10040,4.45903113185508,4.52344845462132,4.52746438279238,5.17877961586633,4.56218484406751,4.89434325003921,4.59237647481812,4.59536077943656,4.41581741407712,4.57143916454021,4.45738355647099,4.569835589767,4.43878973666825,4.41367316675926,4.42227127800052,4.50188960811273,4.50822019529549,4.57805610404059,4.59291066596045,4.50426080089236
10042,8.16833394870855,8.0453357940277,7.81597497755465,6.83757354330884,7.54019760318809,7.97074108424206,7.71981962431736,7.47198121964317,7.21954261481555,8.29000416055483,7.73607618234455,7.68106779710126,7.8209400122113,7.1011268931898,7.56911547941458,7.72504434844644,7.60265827321701,7.44165612336871,8.08679392557383,7.92846618655889
100422872,11.4509805740604,11.5604496400672,11.3728818338748,11.7862730662338,11.6937597719959,11.9038929090357,11.5296128453566,11.5065476479992,11.5865492263366,11.6081092074341,11.6186231365085,11.6207491659537,11.6375535429179,11.7325538987563,11.7686786258395,11.592667481236,11.5531359656258,11.544714868338,11.8562600753824,11.8428847099599
10043,7.49913407143588,7.20077221267886,7.48882744521735,6.79094819382608,7.13141076185776,7.29961171666081,7.27292137719578,7.30194656931695,6.54149581180089,7.74964487375773,7.28900785130584,7.310695280651,7.52553728794384,6.62411636633324,7.12607664421596,7.43269765196538,7.55258843856522,7.34457588889623,7.24213118371075,7.22291782502679
10045,6.81433936967166,5.86564510897961,6.49080222591437,6.05365029988926,5.874384431618,6.10238149232069,6.2359911833989,6.29271479454459,5.44285454654552,6.4921494285224,6.85583298020109,6.47852859922939,5.98973595812794,6.11844383334052,6.26171178522589,6.42009130392971,6.97224401239399,6.46021590713981,5.98042583607708,6.43315430886777
10046,6.61949511317715,6.80757307126273,6.82279343352729,7.15573230733335,6.78254863415597,7.51839321585638,6.74606826754479,7.1204078669733,6.26521092002074,6.74117125404785,6.89758163484074,7.01780132052768,7.08619509165664,6.23604029865975,6.81855826755136,6.90679414336366,6.94607627478399,7.15587649037815,7.00161369169342,6.81491105704935
10048,6.8886243558423,7.95358257005107,6.90989400168472,6.6147873538843,7.23385587703602,7.3827115946779,6.58827576282752,7.24156611576002,6.36615275348242,6.29283953694127,6.82289828643788,7.16885042052505,7.34191050224744,6.46083246424294,7.10809679044928,7.05779861381329,6.73074110973194,6.9422283631594,7.38681592126578,7.02622047667633
10049,7.25055909768816,7.58556970679229,7.49381506008668,7.11072544054345,7.44154665675512,7.25458341391028,6.57955446986773,6.72552968905959,6.16347426138203,6.71884695250048,7.41138662969343,7.53152480253211,7.03596493851076,6.85486503887842,7.45130721341684,7.36543466889429,7.31969332486122,6.91493183787872,7.81006971748109,6.85407503288407
100499177,7.19656804439669,6.95554637084989,7.00881804178331,6.7829058799835,6.86166411554329,7.27459068366529,6.4130046340258,6.80297864250224,6.71325237045272,6.81248214540448,7.37417305868071,6.99751598011868,6.9724652895748,6.82887043120621,7.0445305584202,6.98314340987801,7.03494930090914,6.50285381647937,7.31367354954032,7.89873197639687
100500849,5.1630754279853,5.15179047872004,5.05429143604071,5.48750863017592,5.36352745326533,5.32806077545071,5.13133879489226,5.29905627301788,5.14193188215181,5.47734473249319,5.13507024732754,5.42105478691766,5.92005805017825,5.29217486081618,5.4691350415465,5.31034049418404,5.04861682796167,5.06957702017474,5.70227799288662,5.35266231965077
100505498,5.44421791350201,5.4773594486775,5.72423225428681,5.53054332517482,5.55677513471283,5.7449604750639,5.66049535578351,5.7264753582337,5.26249921470442,5.83968436903511,5.47717362001659,5.82728189286932,5.60030701808963,5.45678397052434,5.69940974049645,5.45473096921855,5.58426017634561,5.51854383109592,5.67692323583881,5.95554982132024
100505741,4.43443722954381,4.43530262161906,4.41838344985072,4.48304355249527,4.4349924956458,4.45289426248723,4.38331881373607,4.32708353200309,4.81301872299744,4.3874373591547,4.40022932879454,4.46797655077228,4.39229007418468,4.67070886322254,4.34598536403724,4.38775450000845,4.49742552840247,4.46301507030949,4.43059089651653,4.36439945545636
100505761,6.97147371827591,6.5137560463804,6.68004400380282,6.72809502269927,6.64989926580654,6.81661119645788,7.01444730748784,6.91094492611833,7.87865379838645,7.21533906662226,7.05296521890006,6.85366421217873,6.71302626156881,7.23441605468383,6.63890945562272,6.90051882837405,6.99775305766375,7.04799129166895,6.76974036543593,7.08792118695601
100505915,5.96101867517979,5.85836536004069,6.15814048704497,5.81829534921705,5.90409691251963,5.65417525795262,5.9391195017661,5.89129977026834,6.05293677007932,5.84348037368834,5.88640403924868,5.95267883376557,6.13986998907359,6.07182039046487,6.06973349923049,6.11425756080037,6.04573817040676,6.04246477035483,6.00971482631182,6.05661052331266
100506070,6.58246194130904,6.48394865825675,6.78463575145724,6.79906988912158,6.57001143012292,6.47222891406061,6.78689208663929,6.77050050957994,6.2928577121473,6.75636509560027,6.60260535714752,6.62637354221346,6.98120698085413,6.10242505300999,6.68167307017604,6.7435998603997,6.62249494244494,6.68917801135901,6.72032519721714,6.88781437076744
100506282,4.77907674007398,4.63191822003513,4.65022094160297,4.60855597492933,4.63398160087924,4.58758411040515,4.60543588968981,4.5920314981932,4.90065413034328,4.63736258079363,4.67495690892658,4.57093038353331,4.60975803157579,4.93878364656481,4.64011787470698,4.68251056252,4.69246437754538,4.60054526826178,4.54514937822253,4.64735060944811
100506469,7.51726005472851,7.4860079613727,7.58625586530186,7.32679598229789,7.34735764919398,7.46173238587145,7.30864422208074,7.59065835706457,7.01609666274691,7.62691144556943,7.56144493392928,7.57541672225275,7.40650502232253,7.36280684479905,7.58336770706838,7.56569790094219,7.69952001828171,7.69463485516903,7.38893494419468,7.84392099643197
100506658,4.89200005412103,4.97763055081914,4.95724865813621,5.08291067948154,4.94041147074164,4.87418277177363,5.02648059759269,5.06916663304161,4.93604839737303,4.92281120801708,4.87002627821471,5.07842300006179,4.91852404549566,5.00589655934026,4.97443487797335,4.92738436349319,5.03387888768273,5.02839155133895,4.88439095982632,4.9531531194405
100506898,5.25799197769033,5.7105684847669,5.35452104323355,6.13109878200958,5.53350952791973,5.92702649881846,5.74213054879307,5.64472653590567,5.46110454653916,5.48512855202921,5.61599933707424,5.88830469996097,5.4280364325839,5.36399115998628,5.31881315342048,5.36982433039915,5.31126865001859,5.6083383074306,5.69415504546358,5.72422785536345
100507249,5.44592320556228,5.64413559928738,5.54093588633902,5.54495279580866,5.52017427603341,5.76490853223584,5.51772788535892,5.6771057460598,5.43744908393786,5.55457297896514,5.65313692891299,5.68847607281116,6.02869412614441,5.21405623632003,5.64259370146501,5.63696709083777,5.73219722244628,5.75548940000138,5.6555970089093,5.66496063702162
100507436,7.19995388668918,6.71950634852614,6.98149933522218,6.64638957392295,6.62522837408124,6.54332073684814,6.77048514353023,6.91416093132473,6.39546764106317,7.00016745093118,6.70567535609458,6.87838817700034,6.59066991448226,6.58223564457505,6.79243792242393,6.78624952143376,7.14940057751594,6.80515599449996,6.7134382529294,6.77430935501036
10051,8.88250435501148,9.5423161718375,8.03277193783183,8.70193388496375,9.05021445401832,8.36688613625406,8.13682570486812,8.28718978593561,7.27396005932973,7.67640725449212,7.65011660936574,7.77827731951721,7.81649048369232,7.03151656686009,7.84352167058428,7.5846804102306,6.86378643402906,7.4119420541068,7.93573883441269,7.42773146234169
10054,9.83654511440963,10.0786004056259,9.93579689929493,10.2545699336084,10.0916922828519,10.0061001029431,9.52407207889679,9.49755715615958,9.39479767664312,9.78232740683498,10.0026434795838,9.93650896778974,9.69455705576159,10.0254242248286,10.1395284486726,9.92185861113745,9.9291967549612,9.56799613899657,9.96765661266943,10.2398013782303
10055,9.18148779222969,9.30805329554367,8.97027536477584,8.16945357397597,8.70014123124384,8.21852123089202,8.62001512778782,8.4362356346336,7.95476753476013,8.66965852173326,8.66316648468807,8.7055634018927,8.5221695924377,8.44529051323839,8.6143295432216,8.63521712519023,8.71809224387397,8.56035394820584,8.42134209749943,8.93688451200167
10057,7.85742882906467,7.80760952871393,8.08523167819172,7.48613789807327,7.97632930646651,7.97489693463494,7.78399001540161,8.19770156431495,7.49974604141161,8.37233462069113,7.99666963515513,8.19490357825053,8.38436846506754,7.44415250909713,8.29098939960615,8.12105199130542,8.2790719821503,7.93086618409413,8.15003192034105,8.30045470114073
10059,7.0401427837853,7.80783127721959,7.01127719328467,6.76496364053086,7.14779079108675,6.89854275618507,6.87209643350488,6.59672018002294,5.90628432687094,6.31022147583907,6.45910783982636,6.54489556951629,6.26593491784,6.34895265019487,6.78812967684106,6.69786730267044,6.36979866587005,6.85769630205652,6.68278681782516,6.43193976579126
1006,5.88272985062041,5.78842645804992,5.84426913253245,5.83124577209255,5.92861263412213,5.94280792066265,5.72966666144575,6.10829814026513,5.91369378185743,5.79892798159839,5.69821906185106,5.88165779625641,5.89150536880259,5.80120052252489,5.8282088646253,5.8204893311967,5.87464073512657,5.89410258997384,6.01629945184472,5.94672947523954
10060,6.25574659835885,6.43791052385096,6.3278575489896,6.56838874776153,6.40978216170111,6.26781761180648,6.33476485070581,6.49722670810032,6.00187137594821,6.33085330343079,6.37604744150774,6.51531413924295,6.54754976041153,5.78350384142945,6.31396747159567,6.35087034805813,6.25944204975263,6.40912205497569,6.54740087880185,6.30116932412698
10061,7.12010296534453,7.16743567896593,7.26174702218042,6.57762872276412,7.01480059955319,6.73218275091039,7.0178758036663,6.79888785336108,6.78246945428351,6.60011098680729,6.9766664003233,6.76718007698936,6.77921588646834,6.84947153798222,6.98069424387901,6.7959220016964,7.04941514432887,6.55809613055508,6.56862582621962,6.82604110806464
10062,6.12227494486863,6.54042785629039,6.23474946603954,6.50067492480272,6.18098833759208,6.06745053561013,6.07290725821194,6.3108010558782,5.87086066720013,6.34339105780325,5.91131205686659,6.03737571235395,6.15076520410744,5.70550190555916,5.88785401447624,5.98384611430838,6.13833185316805,6.11203069602229,6.25619507852691,6.02496280066372
10066,10.0035456640768,9.86637987050928,9.82714427308979,9.72298583879564,9.64103556918937,9.93766798784469,9.95023933051825,9.83574371774536,9.01743277146622,9.6227446851458,9.67422237710688,9.74931181458029,10.0853387558384,9.03375584641643,9.44867514362283,9.76101459218275,9.69496746399918,9.49763967210967,9.54006470067438,9.21807336537858
10067,9.5083379732874,9.44457448341012,9.61100192281337,9.48447707240218,9.30311582026843,9.7671182433226,9.72830813945853,9.6917597449134,9.05510350286641,9.51589541103605,9.52611024061076,9.42412801017214,9.57929728828904,9.21458458122983,9.42109942792199,9.53427450463218,9.86024296122959,9.46272850479602,9.39284845599165,9.30286087332359
10069,8.2840577566312,8.46363239857212,8.39855263816399,8.50473728531811,8.61107633676589,8.40328099915172,8.30004088018528,8.38790294449684,7.44932755432262,8.30352369221373,8.14418893326799,8.18655747161387,8.16211257610054,7.54147140346875,8.2260428035401,8.00281194701176,8.25096407703895,8.16514420688379,8.16822027481969,8.04614308236664
10072,8.90111007430268,9.27030247142226,8.35014915220352,8.2076551349001,8.66269456666556,7.98284053735639,8.33144944842166,8.40880791292839,7.63472684215416,8.18815535644878,8.2223077750637,8.18617892715183,8.52394379899533,7.85726875243048,7.98545424869279,8.24801866568512,8.21735205951672,7.84815416997324,8.05301181667133,7.86205439188174
10073,7.4693367672752,7.82642801833108,7.51869686281788,7.6276308991812,7.63104090807441,7.20237854147816,7.56729791037989,7.27841476964827,7.30165169963072,7.44638730215539,7.3633678165609,7.29971744911135,7.18536029875763,7.18284939819146,7.20092485762033,7.47679525370698,7.572630286232,7.40748667462508,7.26281044597244,7.46935704653896
10075,9.80670662935043,9.74142779274307,9.51399188191936,9.20104223919077,9.44194642330184,9.34735722145188,9.70514728484609,9.50737469964195,8.49449353080717,9.59247716595073,9.77246512778878,9.78885393924902,9.58449086838464,9.02208893262523,9.45902733039456,10.0318799613382,9.64561520838231,9.87180183002071,9.32196837953515,9.40375986789284
10077,9.13247736232165,7.65561927872836,8.85001148667705,8.64633746879584,8.44406296232198,8.67587340547437,8.75650288516621,8.52857169899458,7.94638141214254,8.6554364465168,8.79908769763381,8.92613974166058,9.03424814674139,8.82015983970052,8.71519643967683,8.99293462401229,9.05581404888369,9.07020413118955,8.69228683602314,9.40187000070524
10078,8.19970461368463,7.81683178525153,7.91647511147043,7.75668395942909,8.00359494503521,8.09588688736463,8.44286216976751,8.1598847920977,7.92201031874391,8.49144974693439,8.13119880149113,7.93098596739453,7.7849500233336,7.97124828915335,7.64569606194701,8.15646230895865,8.06750250773109,7.99285585291631,8.08596078038153,8.02673398896981
10079,6.57100360722447,6.40221448570331,6.92752286159448,6.24812757034131,6.51358179450882,6.99145902595915,6.55764262475849,6.47495104868836,6.60970866145332,6.68897094833173,6.71401273161523,6.69420137548609,6.54800908367682,7.15177105347413,6.67617028769008,7.37553474590695,7.18230253353957,6.97850194416331,7.40240118730416,6.2666322310457
1008,4.97009764853424,5.13295048992402,5.07820955273321,5.45131211794807,5.3037724157138,5.23207209833266,5.22911399904753,5.20402521049978,5.28162740605691,5.1432515770478,5.09335121749067,5.11011613958761,5.08106107109286,5.13996054714153,5.05480104044743,5.18862138489332,5.04134745570612,5.09774443524024,5.13253401703888,5.14758958813992
10083,5.85479837149625,6.1618112660329,6.10622297656942,6.38285872286502,6.1036785939168,6.18022794082638,6.13055323016479,6.11291476676918,6.49442980722196,6.04286666781467,6.10174768929568,6.11984930047375,6.0506129098964,6.23873290345938,5.96324050911624,5.98144051611556,6.11202690176036,6.15917426793957,6.07540347163766,6.04961192079621
10084,9.08786567126311,9.15669468213184,9.221187622385,7.99665379407128,8.59428099023651,8.17889883168479,8.88113496848769,8.92215204946257,7.89921622666198,8.81241555705136,9.06435318293589,9.09282907405332,9.00388481793651,8.22073102333725,8.89642325781981,8.8209660567521,9.31658904674824,8.94684764018582,9.16714240424969,9.16576775175818
1009,4.93184003483318,4.90298893677411,5.0236869630381,5.47266880613598,4.91760681889666,5.20648558428756,4.93100702042226,5.07432570671899,5.09754088779068,4.93723259448903,4.94899055482963,4.78343883130598,5.0092515240962,4.91506702090387,4.93311964409977,4.98908022579669,4.88502380458765,4.9814065511283,4.98135424851689,4.97115744933537
10090,5.60396453527706,5.79596321478918,5.77312876633095,6.10608792114383,5.88807116697812,5.83648584121848,5.51038509690457,6.09341778895346,5.14176102458316,5.81972007157418,5.86384287578852,6.00547201746382,5.83819862098312,5.31639419516796,5.9216479470005,5.88196915555461,5.84275056517226,5.78694902474397,5.91418983335535,5.86307070010074
10092,11.2200184995435,11.6432210394453,11.1816786929341,11.192837648542,11.3985851164344,11.1070100825702,11.0404658261151,10.9790856803343,11.1086705813703,10.4124108337689,10.8945251998999,11.0307215041964,11.0859183397682,11.2242588164344,11.2857014948991,11.1765156004514,10.8258306140216,10.7799149991137,10.9901583025078,10.71750504983
10093,11.2215592491577,10.464949230893,10.1636733231648,10.708292319819,10.9573387832253,10.7203696006974,10.9476029667169,10.6283658652919,10.4946969289607,11.2023987064744,10.9173909312102,10.9268354324963,11.1613836269016,10.3351365623425,10.2893025349907,10.7260550756385,10.521839168621,10.2567334989825,10.693799517329,10.2181846771287
