EntrezID	Symbol	logFC	AveExpr	t	P.Value	adj.P.Val	B
221662	RBM24	-2.10873614413691	9.53735525765783	-8.89219154225225	4.94542586349808e-14	8.17835425938019e-12	21.5498268985261
116362	RBP7	-2.43797606616427	8.66349514482385	-8.87601681969553	5.34782766263489e-14	8.60018079553785e-12	21.4734659053091
9146	HGS	1.43220832409984	5.88013271078042	8.87111665975498	5.47607202591562e-14	8.60018079553785e-12	21.4503337293235
144132	DNHD1	-1.92156562202106	8.26089489344538	-8.86784770267427	5.56332887912728e-14	8.60018079553785e-12	21.4349023692359
8733	GPAA1	-1.39780608426665	9.41392660057864	-8.83483334049603	6.52626750281574e-14	9.87410387500483e-12	21.2790740275134
81626	SHCBP1L	-1.97865783386123	8.13152899518437	-8.82766392342135	6.75645211393667e-14	1.00094022879591e-11	21.2452388361337
145447	ABHD12B	-1.50503512193093	8.89347742668163	-8.81915948795533	7.04003447281432e-14	1.01937848256852e-11	21.2051053770245
9325	TRIP4	-1.66549744924993	8.94527798214935	-8.81544437690438	7.16761694957477e-14	1.01937848256852e-11	21.1875740740859
100533107	RTEL1-TNFRSF6B	-2.00676972923809	7.98338748214772	-8.77710268864917	8.62705869957657e-14	1.20288263554292e-11	21.0066705364675
5805	PTS	1.87405653183389	6.23876802230206	8.72967555251978	1.08490557383782e-13	1.46553811410698e-11	20.7829741022571
339122	RAB43	-1.64862198570602	8.74202822662595	-8.72826939416306	1.09230094287259e-13	1.46553811410698e-11	20.7763430848002
84885	ZDHHC12	-1.83819629662579	7.67913085676065	-8.70086948774852	1.24688239161709e-13	1.64195938644242e-11	20.6471492290207
88	ACTN2	-1.97485309153757	7.83682968226193	-8.69303029274269	1.29499838752257e-13	1.67431518794055e-11	20.6101921316061
30836	DNTTIP2	1.13202802330026	5.64503375059203	8.686893558485	1.33395468213547e-13	1.69388424011881e-11	20.5812629091805
9846	GAB2	-1.8393542848555	8.20541714170162	-8.6751931955134	1.41149979406952e-13	1.76090790098743e-11	20.5261105740673
5921	RASA1	-2.14665804478091	8.5928842645885	-8.63918156919995	1.67955418792517e-13	2.05919135005791e-11	20.3563990697549
728743	LOC728743	-1.54819798551336	8.27598878792656	-8.6284357839546	1.7689772199756e-13	2.13206729004178e-11	20.3057688667402
27329	ANGPTL3	-1.70565619572616	8.00169465360674	-8.6176247149171	1.86373886753268e-13	2.20884118117082e-11	20.2548364741469
126206	NLRP5	-1.41479959600563	7.59243316137357	-8.60741165099232	1.95790759661701e-13	2.28240670812189e-11	20.2067264220065
643180	CCT6P3	-1.33396330547288	11.026087341826	-8.59533584006342	2.07539630988957e-13	2.38034567090721e-11	20.1498480872478
7038	TG	-2.23562536151929	8.49363614830119	-8.5906040537147	2.12332881417151e-13	2.39180111979853e-11	20.1275628074054
205147	AMER3	-1.90428166460177	8.18199648577434	-8.58649114510489	2.16588870433888e-13	2.39180111979853e-11	20.1081931457686
8972	MGAM	-3.2435555851018	9.3803179605423	-8.58454812717282	2.18628987184509e-13	2.39180111979853e-11	20.0990428311961
8676	STX11	1.88098563761258	5.80684817755924	8.54400556929029	2.65856200255806e-13	2.86439915154399e-11	19.9081578928151
80381	CD276	-1.79964429270053	8.91128072105454	-8.53964994118474	2.71500095824582e-13	2.88154803195314e-11	19.8876554941056
23014	FBXO21	1.28105658559287	5.70995762073799	8.53378501995907	2.79289012488546e-13	2.92062377618537e-11	19.8600502737264
200504	GKN2	-1.38991845055794	7.21320345715752	-8.52787904449623	2.87357760066318e-13	2.96145077077042e-11	19.8322536630206
65977	PLEKHA3	1.01027015276468	5.80179277247738	8.50619958058857	3.19021695598789e-13	3.24080468200426e-11	19.730234876219
79882	ZC3H14	-2.19233295235771	8.0794709397872	-8.50080820976996	3.27422263406728e-13	3.27929537335949e-11	19.7048682618606
3549	IHH	-2.21257121571587	8.81084576491245	-8.47307636278941	3.74248463773035e-13	3.69622336929174e-11	19.5744145405861
199675	MCEMP1	-2.00543771429267	9.68500581865213	-8.44353165504323	4.31505625442287e-13	4.20333767468507e-11	19.4354815953872
116115	ZNF526	-1.48553314217522	9.04437554977586	-8.39671636634878	5.40641364865464e-13	5.19527127778151e-11	19.2154417394826
54734	RAB39A	-1.25916046249872	8.64466645487478	-8.38640956360874	5.68146354754082e-13	5.3867849715417e-11	19.1670163211407
64282	TENT4B	0.785455823747271	5.58168684281715	8.37161005003454	6.10098897472249e-13	5.70843849990153e-11	19.0974942692001
55388	MCM10	-1.63643144669267	9.33459098474771	-8.36636369374176	6.25701087764085e-13	5.77839017544209e-11	19.0728524421975
3638	INSIG1	1.05491177099052	5.92745973533322	8.3456057514263	6.9143393144588e-13	6.30357267501494e-11	18.9753713640004
29081	METTL5	-1.52059016406	7.52104478729505	-8.3284600204966	7.50889386982625e-13	6.75895497573854e-11	18.8948752709828
390003	GUCY2GP	-1.59610054402937	8.13347379114873	-8.31427280730968	8.03920766304126e-13	7.1458507114858e-11	18.8282840380044
138240	C9orf57	-1.57753854090561	7.88344698221595	-8.27536158723428	9.69324706268333e-13	8.50971356330138e-11	18.6457167874331
440068	CARD17	-1.85409796724251	8.36806891362485	-8.24182435340242	1.13885049878421e-12	9.87605597177380e-11	18.488451410021
64377	CHST8	-1.74157645704745	8.31892989345174	-8.2288505079865	1.21209270613808e-12	1.03845677510215e-10	18.4276359030553
123264	SLC51B	-1.41511652818208	6.88447601545887	-8.22564209173454	1.2309181729979e-12	1.04203084859382e-10	18.4125982667232
80344	DCAF11	-1.8740377439594	9.01050110030605	-8.22146003123436	1.2558947397042e-12	1.0506667640043e-10	18.3929984015836
79147	FKRP	-2.17876817265308	9.42888764674592	-8.18724860654025	1.48012877959018e-12	1.22385997112393e-10	18.2327121058784
440359	YBX3P1	1.22520647352928	5.70107186343558	8.1838050191947	1.50480016144396e-12	1.22995792506069e-10	18.2165834013923
84231	TRAF7	-1.3679661945305	7.27495778627711	-8.1802883402778	1.53041825029956e-12	1.23554803815183e-10	18.2001133312207
137872	ADHFE1	-2.34906956247324	8.34871181732943	-8.17812545001942	1.5463897538393e-12	1.23554803815183e-10	18.1899841061396
2805	GOT1	-1.52370905838488	10.0663671996198	-8.17422971559075	1.57557738939819e-12	1.23841396080122e-10	18.1717405871683
55658	RNF126	0.824251946272783	5.58244773641893	8.17301269486246	1.584807628082e-12	1.23841396080122e-10	18.1660415926704
131118	DNAJC19	-1.72826667141966	9.80449779883638	-8.1671886146677	1.62973069647868e-12	1.25967554159347e-10	18.1387705754366
1431	CS	1.46729075626827	6.06322685576923	8.1463300758196	1.80128534267702e-12	1.37730538406197e-10	18.0411239161187
55853	IDI2-AS1	1.12400243366248	5.70837801996151	8.14404824545932	1.82111208570267e-12	1.37765191930124e-10	18.0304439746356
84277	DNAJC30	-1.31176669889184	7.21962496708551	-8.13563510041038	1.89611119457345e-12	1.41928912680125e-10	17.9910705848105
51177	PLEKHO1	1.10232675966101	5.68559052960085	8.13044201741928	1.94393324286538e-12	1.4399280510433e-10	17.9667699764186
10314	LANCL1	-1.61379009454981	9.39918624758245	-8.12384099468323	2.00645938982556e-12	1.47092089907728e-10	17.9358842895894
9098	USP6	-2.05658300812066	10.0058510307797	-8.09207032784326	2.33659199666655e-12	1.69545976411182e-10	17.7872835108251
26338	OR5L2	-2.26934104539827	9.42687366501526	-8.04779360006751	2.88878095874529e-12	2.07496175733714e-10	17.5803349399679
4858	NOVA2	-1.5766625904356	6.94718870169651	-8.03418675403813	3.08328276012501e-12	2.1925223707249e-10	17.5167720868362
222068	TMED4	0.957775823710421	5.74504784630728	8.02755378829928	3.18277311534622e-12	2.24086134883435e-10	17.4857930644451
9616	RNF7	0.981770327533939	5.70865063862249	8.02350485284323	3.24506988240918e-12	2.26232273860899e-10	17.466884650347
93343	MVB12A	-1.61975884790383	9.00831919707308	-8.01503784437939	3.37929624462205e-12	2.33302675684538e-10	17.4273488638976
25897	RNF19A	1.2518160287751	5.85793980247271	7.99109396096939	3.78955844159429e-12	2.59111058444009e-10	17.3155817720852
9107	MTMR6	0.965341138773456	5.78166564425867	7.96099649166442	4.37630768186327e-12	2.96380227864092e-10	17.175167987764
2790	GNG10	-1.58864229680698	8.36263105302739	-7.95065810596769	4.5980598619663e-12	3.08460412060777e-10	17.126956585638
79056	PRRG4	-2.03165736341669	7.29378123049723	-7.94536219100909	4.71595282635696e-12	3.13412528488078e-10	17.1022640077976
730130	TMEM229A	-1.44561982656377	8.15464391766612	-7.93230527245156	5.01963301040373e-12	3.30505651268342e-10	17.0413970818887
56261	GPCPD1	0.990224607438611	5.60520872373166	7.92756722614972	5.1345819304777e-12	3.33699323363983e-10	17.0193141241973
53347	UBASH3A	-1.40989839968323	7.40630017661687	-7.92538842515402	5.18831765687889e-12	3.33699323363983e-10	17.0091599838562
100302210	MIR1909	-1.53682046915293	8.84078340195497	-7.92455905375603	5.20891926499819e-12	3.33699323363983e-10	17.0052948854749
9798	IST1	1.37695441806672	5.85685402898877	7.9195495841148	5.33509805883312e-12	3.38081953272225e-10	16.9819508560761
64225	ATL2	1.19411071771495	5.74991300752118	7.91737256287819	5.39087740205621e-12	3.38081953272225e-10	16.9718067705201
29107	NXT1	1.19203522366427	5.74203301337207	7.9154775408312	5.43990392563805e-12	3.38081953272225e-10	16.9629770840328
6445	SGCG	-1.21305019652915	6.64349991216978	-7.91441816344088	5.46750451783235e-12	3.38081953272225e-10	16.9580411681477
4848	CNOT2	0.961372683633035	5.60091970926476	7.91117927359697	5.55275710807537e-12	3.40393584444172e-10	16.9429510419023
85236	H2BC12	1.52597978834094	5.80965085065659	7.90730034324509	5.65660007330399e-12	3.43795582233032e-10	16.9248803454354
26973	CHORDC1	2.00847333295655	6.43819322866811	7.8930453094373	6.05510828761329e-12	3.64897246044221e-10	16.858483941048
10123	ARL4C	0.871221881920174	5.57183333866599	7.87735949192707	6.52598271456145e-12	3.89968597338206e-10	16.7854475836459
923	CD6	2.03686075044324	6.05753015796531	7.86936785433962	6.77972725306083e-12	4.01755337470963e-10	16.7482467786114
54386	TERF2IP	1.2317828965817	6.02487385292277	7.85524115307423	7.25252817814769e-12	4.23869288199177e-10	16.6825039501004
57132	CHMP1B	1.34559009741855	5.85538030926655	7.85467571259843	7.27212110255935e-12	4.23869288199177e-10	16.6798729449547
7399	USH2A	-1.38813215169196	7.35272534170954	-7.85075813057169	7.40932312244028e-12	4.28355257916039e-10	16.6616452996424
4917	NTN3	-1.60642827812488	7.66593510171501	-7.84106584444018	7.75994305342867e-12	4.42210901361167e-10	16.6165562969206
11036	GTF2A1L	-1.51170451123522	8.64894281852876	-7.83850270906396	7.85539473792488e-12	4.42210901361167e-10	16.6046341524861
83543	AIF1L	-1.00729721734783	12.4701581036339	-7.83765899124542	7.88706994894134e-12	4.42210901361167e-10	16.6007098463598
2528	FUT6	-1.43450682550543	9.09377065074342	-7.83737570417338	7.89773371858644e-12	4.42210901361167e-10	16.5993922368369
727897	MUC5B	-2.15587655207799	8.26638644805063	-7.83555592525997	7.96657868443277e-12	4.42580789257824e-10	16.5909283865052
653492	PSG10P	-2.03115191951228	10.0032004962267	-7.82022944561262	8.57061831040308e-12	4.72447029498266e-10	16.5196587176513
594838	SNORD100	0.912326488506876	5.71418234008526	7.80979935490033	9.00754070072747e-12	4.92712476329792e-10	16.4711724555143
64771	ILRUN	1.69798884488265	6.75261281732098	7.80517079811017	9.20846921313618e-12	4.99858202859629e-10	16.4496595745224
3276	PRMT1	-1.85817304376144	8.71610649748987	-7.7789991858929	1.04314493928863e-11	5.61954822975869e-10	16.3280625683692
5648	MASP1	-1.52293080692732	7.31014200791679	-7.7742253961273	1.06713577783601e-11	5.66491258623849e-10	16.3058911843389
606500	SNORD68	1.42502088597801	5.65309145913148	7.77415401432134	1.06749864513565e-11	5.66491258623849e-10	16.3055596783856
402569	KPNA7	-1.77831882896609	7.96484341203418	-7.76545770948096	1.11263742574255e-11	5.86071461811504e-10	16.2651773034909
55696	RBM22	1.07114209500563	5.7072144350049	7.75510309892436	1.16886718560812e-11	6.11162835063187e-10	16.2171056697082
152877	FAM53A	-2.31467019403925	8.23152517311426	-7.74271467932621	1.23986819582078e-11	6.435549445607e-10	16.159608263805
25912	C1orf43	1.27109273517678	6.08088905673367	7.72408670129966	1.35478663178782e-11	6.98107807148059e-10	16.073185369651
54867	TMEM214	-1.1098518262702	7.65268908050454	-7.71047077933034	1.44543316476370e-11	7.36567731477466e-10	16.0100413645163
6867	TACC1	1.46372200137901	6.00148247747884	7.70838334814433	1.45985366827084e-11	7.36567731477466e-10	16.000362826389
5966	REL	1.11825906156175	5.88404023324108	7.7069645765057	1.46973652208155e-11	7.36567731477466e-10	15.9937848777348
51537	MTFP1	1.66696871132213	5.9453039341885	7.70680436845061	1.47085667092955e-11	7.36567731477466e-10	15.9930421092195
26505	CNNM3	-1.28235404078397	8.92253904191716	-7.69229255279253	1.57592477607142e-11	7.83664411373697e-10	15.9257741291724
10010	TANK	1.49762128536443	6.61604736097139	7.67449883735493	1.71499553419716e-11	8.46898141921945e-10	15.8433280344344
10715	CERS1	-1.84315437276634	8.56499771801436	-7.66778569619718	1.77057878667531e-11	8.68316258761942e-10	15.8122331555401
5430	POLR2A	0.846701341066207	5.47778702881375	7.66575213822089	1.78776718187597e-11	8.70740577419181e-10	15.8028149271769
8227	AKAP17A	1.20039885889436	5.78917885649287	7.66156618251244	1.82367271654406e-11	8.82186169207128e-10	15.7834296815274
692213	SNORD110	1.15037444922114	5.60275962482824	7.63598218612836	2.05925005237177e-11	9.89413994757817e-10	15.6649970239405
6509	SLC1A4	-1.4863827690046	7.77095807006606	-7.63308229667995	2.08779296391877e-11	9.92488738783921e-10	15.6515781196192
55888	ZKSCAN7	-1.77726257373478	7.33955516901418	-7.63237233232856	2.09484072762216e-11	9.92488738783921e-10	15.6482930030995
79931	TNIP3	-1.28994192356336	7.64648269647457	-7.63110095940455	2.10752073627299e-11	9.92488738783921e-10	15.6424103201117
646300	COL6A4P2	-1.6260252882784	7.40255009522951	-7.61209915276733	2.306389706562e-11	1.07899586864226e-09	15.5545128155386
65268	WNK2	-2.27521809546267	7.74985717335669	-7.60841947406584	2.34700463390216e-11	1.09082025827962e-09	15.5374968912723
11120	BTN2A1	-1.32276821378536	7.11845040707907	-7.60657189795692	2.36766494877974e-11	1.0932769773229e-09	15.5289538080148
144404	TMEM120B	-1.56507819125246	7.02249789440505	-7.59978744124226	2.44509501288858e-11	1.12174649268714e-09	15.4975866518664
11092	SPACA9	-2.5344130609626	9.36881165649336	-7.57601066328507	2.7368737648311e-11	1.24755829113551e-09	15.3877046213526
256892	OR51F1	-1.54787580987626	8.24531631346614	-7.57317411808341	2.77391720046857e-11	1.2563901409256e-09	15.3746007470164
89887	ZNF628	-1.07466315704542	9.76467381411524	-7.57148312492397	2.79623724214079e-11	1.258483736004e-09	15.3667894378419
100129726	LINC01126	-2.130510009797	8.20888310221936	-7.56668108332549	2.86059958075564e-11	1.27935368671405e-09	15.3446091284513
79863	RBFA	-1.50162972872962	8.0273579359567	-7.55212215899786	3.06487672272587e-11	1.36214614845648e-09	15.2773811262522
3119	HLA-DQB1	0.689363395143252	5.44313539504713	7.5434307319194	3.19367438210955e-11	1.41057257957646e-09	15.2372606582419
64645	MFSD14A	0.794626474574879	5.48097395270776	7.53833207434963	3.27172092031913e-11	1.4361239175549e-09	15.2137294867995
728798	FRMPD2B	-1.99608631477852	8.05373056249209	-7.53103331838198	3.38675633222514e-11	1.47749842199098e-09	15.1800505976433
64092	SAMSN1	1.01239990955397	5.56265931181541	7.52180510393702	3.53797485555485e-11	1.53405726816162e-09	15.137478895295
51307	FAM53C	1.47616873032894	6.1230941257817	7.51818391954095	3.59913089834255e-11	1.5460690757614e-09	15.1207767791767
9113	LATS1	1.09055344920152	5.60587702844825	7.51759583738025	3.60916139187726e-11	1.5460690757614e-09	15.1180645164351
7205	TRIP6	-1.80342508365219	8.14051386257156	-7.51055567508244	3.73142005827319e-11	1.58886994217848e-09	15.0855986370324
